adver_number,brand,class_,variant_,km,engine_capacity_cc,fuel,gear,adver_date,year,city,price_tl,variant,title,city_
#1813388,Mercedes,A-Class,A 180,145000,1301-1600 cc,Diesel,Semi-Automatic,06/01/2021,2015,Other,235000,A 180 CDI BlueEfficiency Style,JET KUZENLERDEN 2015 OTOMATİK Mercedes - Benz A Serisi A 180 CDI BlueEfficiency Style,Düzce
#1321005,Mercedes,A-Class,A 180,47000,1301-1600 cc,Diesel,Semi-Automatic,06/01/2021,2016,Istanbul,269900,A 180 CDI BlueEfficiency Style,-BAYRAM AUTO-2016 MERCEDES-BENZ A 180 CDI STYLE EMSALSİZ 47.KM Mercedes - Benz A Serisi A 180 CDI BlueEfficiency Style,Istanbul
#2242165,Mercedes,A-Class,A 180,107000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2013,Istanbul,237500,A 180 AMG Sport,BURAKLAR DAN MERCEDES-BENZ A 180 AMG SPORT OTOMATİK Mercedes - Benz A Serisi A 180 AMG Sport,Istanbul
#4701800,Mercedes,A-Class,A 180,42000,1301-1600 cc,Diesel,Semi-Automatic,06/01/2021,2014,Other,298000,A 180 CDI BlueEfficiency Urban,RIDVAN DEMİR DEN 2014 MERCEDES A180 CDİ URBAN CAM TAVAN HATASIZ Mercedes - Benz A Serisi A 180 CDI BlueEfficiency Urban,Ankara
#1794601,Mercedes,A-Class,A 180,279000,1601-1800 cc,Diesel,Manual,08/01/2021,2001,Other,64000,A 170 CDI Classic,DEĞİŞENSİZ TERTERMİZ DİZEL MERCEDES KOLTUK ISITMA,Aydın
#4613577,Mercedes,A-Class,A 180,61000,1301-1600 cc,Diesel,Semi-Automatic,12/01/2021,2015,Istanbul,237500,A 180 CDI BlueEfficiency Style,2015 MERCEDES-BENZ A 180 CDI BLUEEFFICIENCY STYLE 109 HP 7G-DCT MERCEDES - BENZ A SERISI A 180 CDI BLUEEFFICIENCY STYLE,Istanbul
#4339808,Mercedes,A-Class,A 180,96000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2014,Istanbul,246000,A 180 Urban,2014 MODEL CAM TAVAN XENON 94000km OTOMATİK Mercedes - Benz A Serisi A 180 Urban,Istanbul
#2664789,Mercedes,A-Class,A 180,60000,1301-1600 cc,Diesel,Semi-Automatic,24/01/2021,2015,Istanbul,303000,A 180 CDI BlueEfficiency AMG,GARAGE 2015 MERCEDES A180 cdi AMG CAMTAVAN PARKASİST GERİGÖRÜŞ Mercedes - Benz A Serisi A 180 CDI BlueEfficiency AMG,Istanbul
#3136448,Mercedes,A-Class,A 180,41000,1301-1600 cc,Diesel,Semi-Automatic,24/01/2021,2018,Istanbul,416000,A 180 d AMG,2018 A 180d AMG PANORAMİK G.GÖRÜŞ CRUISE MBUX F1 BOYASIZ Mercedes - Benz A Serisi A 180 d AMG,Istanbul
#3937323,Mercedes,A-Class,A 200,104000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2012,Istanbul,274500,A 200 BlueEfficiency AMG,2012 MERCEDES A 200 AMG 7G-DCT PANORAMİK GERİGÖRÜŞ CRUISE Mercedes - Benz A Serisi A 200 BlueEfficiency AMG,Istanbul
#972395,Mercedes,A-Class,A 180,169000,1300 cc and lower,Petrol,Semi-Automatic,24/01/2021,2012,Istanbul,225500,A 180 Style,CLEAN CAR 2012 HATASIZ MERCEDES-BENZ A 180 STYLE Mercedes - Benz A Serisi A 180 Style,Istanbul
#4426758,Mercedes,A-Class,A 180,59000,1301-1600 cc,Diesel,Manual,24/01/2021,2012,Other,205000,A 180 CDI BlueEfficiency Prime,2012 MERCEDES-BENZ A 180 CDI PRİME ÇELİK JANT 59.000KM DE Mercedes - Benz A Serisi A 180 CDI BlueEfficiency Prime,Antalya
#3040671,Mercedes,A-Class,A 180,37000,1301-1600 cc,Diesel,Semi-Automatic,24/01/2021,2017,Istanbul,308450,A 180 CDI BlueEfficiency Style,2017-37.000 KM de MERCEDES A180d STYLE DERİ KOLTUK GERİ GÖRÜŞ Mercedes - Benz A Serisi A 180 CDI BlueEfficiency Style,Istanbul
#3661532,Mercedes,A-Class,A 180,88000,1301-1600 cc,Diesel,Semi-Automatic,05/02/2021,2018,Other,385000,A 180 d AMG,EROĞLU 2018 A180d AMG YENİ KASA HAYALET CAMTAVAN SESLİ KOMUT Mercedes - Benz A Serisi A 180 d AMG,Adana
#2927148,Mercedes,A-Class,A 180,35000,1301-1600 cc,Diesel,Semi-Automatic,05/02/2021,2017,Istanbul,314900,A 180 d AMG,2018 çıkış A180d AMG 35000km YENİ NESİL FULL FULL Mercedes - Benz A Serisi A 180 d AMG,Istanbul
#2937328,Mercedes,A-Class,A 180,113000,1301-1600 cc,Diesel,Manual,05/02/2021,2012,Other,207000,A 180 CDI BlueEfficiency Style,CAM TAVAN HATASIZZ YILDIZ 113 KM ORJİNALL Mercedes - Benz A Serisi A 180 CDI BlueEfficiency Style,Gaziantep
#4245732,Mercedes,A-Class,A 200,104000,1301-1600 cc,Petrol,Semi-Automatic,15/02/2021,2012,Istanbul,270000,A 200 BlueEfficiency AMG,2012 MERCEDES A 200 AMG 7G-DCT PANORAMİK GERİGÖRÜŞ CRUISE Mercedes - Benz A Serisi A 200 BlueEfficiency AMG,Istanbul
#4481770,Mercedes,A-Class,A 180,75000,1301-1600 cc,Diesel,Semi-Automatic,12/03/2021,2015,Other,206500,A 180 CDI BlueEfficiency Urban,2015 MERSEDES A180 CDI URBAN 75 BEND KM DE SERVIS BAKIMLI,Kocaeli
#1654224,Mercedes,A-Class,A 180,93000,1301-1600 cc,Petrol,Manual,15/03/2021,2005,Other,125000,A 150 Avantgarde,DÜŞÜK KM ÇOK TEMIZ MASRAFSIZ,Izmir
#3704596,Mercedes,A-Class,A 180,138000,1301-1600 cc,Diesel,Semi-Automatic,21/03/2021,2016,Other,285000,A 180 d AMG,METSAN OTOMOTİV DEN HATASIZ 2016 MODEL MERCEDES BENZ A 180 Mercedes - Benz A Serisi A 180 d AMG,Kocaeli
#3388748,Mercedes,B-Class,B 180,64000,1301-1600 cc,Petrol,Semi-Automatic,15/02/2021,2013,Istanbul,231000,B 180 BlueEfficiency Sport,64000km KOLTUK ISITMA SERVİS BAKIMLI DERİ DÖŞEME XENON Mercedes - Benz B Serisi B 180 BlueEfficiency Sport,Istanbul
#923364,Mercedes,B-Class,B 180,93000,1301-1600 cc,Petrol,Semi-Automatic,15/02/2021,2006,Other,137500,B 150 Special Edition,2006 SADECE 93 BİNDE MERCEDES B150 OTOMATİK KAZASIZ. Mercedes - Benz B Serisi B 150 Special Edition,Ankara
#1585995,Mercedes,B-Class,B 180,49000,1301-1600 cc,Petrol,Semi-Automatic,15/02/2021,2014,Other,271750,B 180 BlueEfficiency Urban,Mega Otomotiv. 2014 Mercedes B 180 URBAN CAM TAVAN 0.99 KREDİ Mercedes - Benz B Serisi B 180 BlueEfficiency Urban,Mersin
#821834,Mercedes,B-Class,B 180,113000,1300 cc and lower,Petrol,Automatic,15/02/2021,2012,Istanbul,229800,B 180 BlueEfficiency Elite,EMRECAN MOTORLU ARAÇLAR DAN B 180 ELİTE OTOMATİK 113.000 KM Mercedes - Benz B Serisi B 180 BlueEfficiency Elite,Istanbul
#4416465,Mercedes,B-Class,B 180,144000,1301-1600 cc,Petrol,Automatic,23/02/2021,2011,Other,136000,B 160 Sport,BAYAN ÖĞRETMEN DEN 2011 MERCEDES B160 SPORT,Mersin
#3620114,Mercedes,B-Class,B 180,103000,1301-1600 cc,Diesel,Semi-Automatic,15/03/2021,2016,Other,252000,B 180 CDI BlueEfficiency Style,BURAK OTOMOTİV ORJİNAL İLK EL SERVİS BAKIMLI B180D STYLE,Konya
#364595,Mercedes,B-Class,B 180,65000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2014,Istanbul,239750,B 180 BlueEfficiency Style,2014 MERCEDES-BENZ B 180 STYLE ORJİNAL 65.000 KM DE Mercedes - Benz B Serisi B 180 BlueEfficiency Style,Istanbul
#4094086,Mercedes,B-Class,B 180,204000,1301-1600 cc,Petrol,Automatic,21/03/2021,2012,Other,198000,B 180 BlueEfficiency Sport,AKMAN DAN 2012 MERCEDES-BENZ B180 SPORT Mercedes - Benz B Serisi B 180 BlueEfficiency Sport,Ankara
#4769259,Mercedes,B-Class,B 180,74000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2015,Istanbul,253500,B 180 BlueEfficiency Urban,2015 B180 1.6 122HP URBAN CAM TAVAN 74.000KM Mercedes - Benz B Serisi B 180 BlueEfficiency Urban,Istanbul
#4767718,Mercedes,B-Class,B 180,115000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2014,Istanbul,256750,B 180 BlueEfficiency Sport,DS CAR DAN 2014 MODEL MERCEDES B-180 AİLE ARABASI ÇOK TEMİZ Mercedes - Benz B Serisi B 180 BlueEfficiency Sport,Istanbul
#1465485,Mercedes,B-Class,B 180,65000,1301-1600 cc,Petrol,Automatic,21/03/2021,2012,Other,268000,B 180 BlueEfficiency Sport,AYYILDIZ AUTO B180 MERCEDES BOYASIZ HATASIZ KM 65 BİN Mercedes - Benz B Serisi B 180 BlueEfficiency Sport,Gaziantep
#3124696,Mercedes,B-Class,B 180,165000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2010,Istanbul,149950,B 160 Sport,GÖKBAY Auto dan 2010 B160 Sport otomatik 165bin km de ORJİNAL Mercedes - Benz B Serisi B 160 Sport,Istanbul
#990015,Mercedes,B-Class,B 180,190000,1301-1600 cc,Diesel,Semi-Automatic,21/03/2021,2016,Istanbul,218950,B 180 CDI BlueEfficiency Style,İLKELDEN YETKİLİ SERVİSBAKIMLI SON BAKIMLARI YAPILMIŞ TERTEMİZ Mercedes - Benz B Serisi B 180 CDI BlueEfficiency Style,Istanbul
#4409945,Mercedes,B-Class,B 180,165000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2009,Other,155250,B 150 Special Edition,ATASOY MOTORS DAN 2009 MERCEDES B150 HATASIZ Mercedes - Benz B Serisi B 150 Special Edition,Ankara
#3730637,Mercedes,B-Class,B 180,64000,1301-1600 cc,Diesel,Semi-Automatic,21/03/2021,2017,Istanbul,257500,B 180 CDI BlueEfficiency Style,ÇETİNERLER OTO DAN B 180 CDI STYLE OTOMATİK 64.000 KM Mercedes - Benz B Serisi B 180 CDI BlueEfficiency Style,Istanbul
#4471026,Mercedes,B-Class,B 180,110000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2013,Other,222000,B 180 BlueEfficiency Elite,EROĞLU 2013 MERCEDES B180 ELİTE BOYASIZ TRAMERSİZ CAMTAVAN DERİ Mercedes - Benz B Serisi B 180 BlueEfficiency Elite,Adana
#1438932,Mercedes,B-Class,B 180,93000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2006,Other,141500,B 150 Special Edition,2006 SADECE 93 BİNDE MERCEDES B150 OTOMATİK KAZASIZ. Mercedes - Benz B Serisi B 150 Special Edition,Ankara
#921187,Mercedes,B-Class,B 180,90000,1301-1600 cc,Diesel,Semi-Automatic,24/01/2021,2015,Other,284000,B 180 CDI BlueEfficiency Urban,ROCCO MOTORS 2015 MAKYAJLI B 180 CDİ HATASIZ BOYASIZ CAM TAVAN Mercedes - Benz B Serisi B 180 CDI BlueEfficiency Urban,Ankara
#1638516,Mercedes,B-Class,B 180,44000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2009,Istanbul,159900,B 150 Special Edition,ORİJİNAL 44.600 KM - CAM TAVAN - OTOMATİK VİTES - SORUNSUZ B150 Mercedes - Benz B Serisi B 150 Special Edition,Istanbul
#583973,Mercedes,B-Class,B 180,49000,1301-1600 cc,Petrol,Semi-Automatic,24/01/2021,2014,Other,271750,B 180 BlueEfficiency Urban,Mega Otomotiv. 2014 Mercedes B 180 URBAN CAM TAVAN 0.99 KREDİ Mercedes - Benz B Serisi B 180 BlueEfficiency Urban,Mersin
#1033786,Mercedes,B-Class,B 180,85000,1301-1600 cc,Petrol,Manual,24/01/2021,2012,Other,188900,B 180 BlueEfficiency Prime,Hatasız boyasız 85000 kmde Mercedes - Benz B Serisi B 180 BlueEfficiency Prime,Erzurum
#1344350,Mercedes,B-Class,B 180,139000,1301-1600 cc,Petrol,Automatic,24/01/2021,2007,Istanbul,126750,B 150 Boyut,2007 MERCEDES B 150 BOYUT TAM OTOMATİK VİTES 139.000 KM Mercedes - Benz B Serisi B 150 Boyut,Istanbul
#3566746,Mercedes,B-Class,B 180,196000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2007,Other,135000,B 150 Special Edition,BARIŞ AUTO GÜVENCESİYLE MERCEDES-BENZ B 150 Mercedes - Benz B Serisi B 150 Special Edition,Diyarbakır
#3730340,Mercedes,B-Class,B 180,57000,1301-1600 cc,Petrol,Semi-Automatic,26/01/2021,2015,Istanbul,276500,B 180 BlueEfficiency Elite,BATUHAN DAN 2015 B 180 BLUE EFFICIENCY ELİTE 7G-DCT Mercedes - Benz B Serisi B 180 BlueEfficiency Elite,Istanbul
#4332046,Mercedes,B-Class,B 180,275000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2008,Istanbul,114500,B 150 150,KIRCA OTOMOTİV 2008 MODEL MERCEDES B150 OTOMATİK VİTES Mercedes - Benz B Serisi B 150 150,Istanbul
#4492778,Mercedes,B-Class,B 180,74000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2015,Istanbul,253500,B 180 BlueEfficiency Urban,2015 B180 1.6 122HP URBAN CAM TAVAN 74.000KM Mercedes - Benz B Serisi B 180 BlueEfficiency Urban,Istanbul
#4367498,Mercedes,B-Class,B 180,114000,1301-1600 cc,Diesel,Semi-Automatic,05/02/2021,2014,Other,236500,B 180 CDI BlueEfficiency Style,CEMautomotive-71.000 TL PEŞİNAT İLE-KREDİN HAZIR Mercedes - Benz B Serisi B 180 CDI BlueEfficiency Style,Ankara
#4392913,Mercedes,B-Class,B 180,109000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2012,Istanbul,205000,B 180 BlueEfficiency Prime,GÖLOVADAN...MERCEDES B 180...PRİME...OTOMATİK 7 İLERİ..109 KM.. Mercedes - Benz B Serisi B 180 BlueEfficiency Prime,Istanbul
#4770216,Mercedes,B-Class,B 180,90000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2011,Istanbul,166900,B 160 Sport,2011 MERCEDES B 160 SPORT OTM VİTES SERVİS BAKIMLI ORJİNAL Mercedes - Benz B Serisi B 160 Sport,Istanbul
#2901319,Mercedes,B-Class,B 180,86000,1301-1600 cc,Petrol,Semi-Automatic,05/02/2021,2014,Istanbul,199900,B 180 BlueEfficiency Style,ASTANA MOTORS 2015 ÇIKIŞLI B 180 BlueEFFICIENCY Style 7G-DCT Mercedes - Benz B Serisi B 180 BlueEfficiency Style,Istanbul
#2938339,Mercedes,B-Class,B 180,190000,1301-1600 cc,Diesel,Semi-Automatic,05/02/2021,2016,Istanbul,219950,B 180 CDI BlueEfficiency Style,GENÇ OTOMOTİV DİZEL OTOMATİK İLKELDEN YETKİLİ SERVİS BAKIMLI Mercedes - Benz B Serisi B 180 CDI BlueEfficiency Style,Istanbul
#984469,Mercedes,B-Class,B 180,130000,1300 cc and lower,Petrol,Automatic,05/02/2021,2012,Other,208000,B 180 BlueEfficiency Elite,2012 HATASIZ BOYASIZ ELİTE PAKET OTOMATİK VİTES KREDİ İMKANI Mercedes - Benz B Serisi B 180 BlueEfficiency Elite,Izmir
#4742552,Mercedes,B-Class,B 180,93000,1301-1600 cc,Petrol,Automatic,08/02/2021,2013,Other,209900,B 180 BlueEfficiency Sport,2013 MODEL MERCEDES B180 SPORT BEJ DERİ DÖŞEME Mercedes - Benz B Serisi B 180 BlueEfficiency Sport,Bursa
#684622,Mercedes,B-Class,B 180,165000,1301-1600 cc,Diesel,Semi-Automatic,05/02/2021,2015,Istanbul,264900,B 180 CDI AMG,2015 MODEL DEĞİŞENSİZ AMG TERTEMİZ B-180 CDİ Mercedes - Benz B Serisi B 180 CDI AMG,Istanbul
#4577933,Mercedes,B-Class,B 180,131000,1301-1600 cc,Diesel,Semi-Automatic,15/02/2021,2014,Istanbul,262500,B 180 CDI BlueEfficiency Sport,KUZENLER HONDA DAN 2014 MERCEDES B 180 SPORT CAM TAVANLI HATASIZ Mercedes - Benz B Serisi B 180 CDI BlueEfficiency Sport,Istanbul
#4482856,Mercedes,B-Class,B 180,76000,1300 cc and lower,Diesel,Automatic,21/03/2021,2015,Other,276500,B 180 CDI BlueEfficiency Style,2015 MERCEDES B180 CDİ-HATASIZ BOYASIZ-OTOMATİK-CAM TAVAN-76.000 Mercedes - Benz B Serisi B 180 CDI BlueEfficiency Style,Ankara
#1858085,Mercedes,B-Class,B 180,49000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2014,Other,271750,B 180 BlueEfficiency Urban,Mega Otomotiv. 2014 Mercedes B 180 URBAN CAM TAVAN 0.99 KREDİ Mercedes - Benz B Serisi B 180 BlueEfficiency Urban,Mersin
#4250440,Mercedes,B-Class,B 180,118000,1301-1600 cc,Petrol,Automatic,21/03/2021,2012,Istanbul,240000,B 180 BlueEfficiency Sport,SCLASS 2012 B180 7G-TRONIK SPOR PAKET CAM TAVAN Mercedes - Benz B Serisi B 180 BlueEfficiency Sport,Istanbul
#3429705,Mercedes,C-Class,Other,83000,1301-1600 cc,Diesel,Automatic,21/03/2021,2015,Other,389900,Other,C 200 d BLUETEC HATASIZ BOYASIZ TRAMERSİZ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Bursa
#1910298,Mercedes,C-Class,C 200,386000,1300 cc and lower,Petrol,Automatic,21/03/2021,1994,Other,62500,C 200 Elegance,1994 MERCEDES BENZ C200 ELEGANCE OTOMATİK VİTES CAM TAVANLI Mercedes - Benz C Serisi C 200 Elegance,Konya
#2083021,Mercedes,C-Class,C 180,140000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2014,Istanbul,396750,C 180 Exclusive,ist.ELİT MOTOR dan 2014 MERCEDES C180 EXCLUSİVE FULL ORJİNAL Mercedes - Benz C Serisi C 180 Exclusive,Istanbul
#2761315,Mercedes,C-Class,Other,38000,1301-1600 cc,Diesel,Automatic,21/03/2021,2018,Istanbul,479900,Other,ORAS DAN 2018 MODEL MERCEDES C200 D RECORE KOLTUK AMG 38 000 KM Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#3182617,Mercedes,C-Class,C 180,140000,1301-1600 cc,Petrol,Automatic,21/03/2021,2014,Istanbul,370900,C 180 AMG 7G-Tronic,Caretta dan 2014 Servis Bakımlı Panoramik C 180 AMG 7G-Tronic Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#4415112,Mercedes,C-Class,Other,65000,1301-1600 cc,Diesel,Automatic,21/03/2021,2017,Istanbul,379950,Other,65BİNDE C 200 d BlueTEC YETKİLİ SERVİS BAKIMLI İLK KULLANICIDAN Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#2463403,Mercedes,C-Class,Other,82000,1301-1600 cc,Diesel,Automatic,21/03/2021,2015,Istanbul,413500,Other,CLEAN CAR HATASIZ BOYASIZ 2015 MERCEDES C200D AMG EXCLUSİVE Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#575883,Mercedes,C-Class,C 200,126000,1601-1800 cc,Petrol,Automatic,21/03/2021,2007,Istanbul,220950,C 200 Komp. Avantgarde,O.D MOTORS DAN 2007 MERCEDES C 200 30 PEŞİN 48 AY VADE Mercedes - Benz C Serisi C 200 Komp. Avantgarde,Istanbul
#4359438,Mercedes,C-Class,Other,46000,1301-1600 cc,Diesel,Automatic,21/03/2021,2017,Other,457500,Other,2017 ORJİNAL C200d BlueTEC AMG BAYİ ÇIKIŞLI SERVİS BAKIMLI Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Izmir
#3463818,Mercedes,C-Class,Other,80000,1301-1600 cc,Diesel,Automatic,21/03/2021,2018,Istanbul,399000,Other,2018 C 200d BLUETEC EXCLUSIVE 7G-TRONIC Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Istanbul
#4786285,Mercedes,C-Class,Other,107000,1301-1600 cc,Diesel,Automatic,21/03/2021,2017,Other,425000,Other,-- BOYASIZ -- Mercedes C - 200 d BlueTEC AMG Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Amasya
#1410364,Mercedes,C-Class,C 180,38000,1301-1600 cc,Petrol,Automatic,21/03/2021,2017,Istanbul,558000,C 180 AMG 9G-Tronic,HANCAR MOTORS - İÇİ KIRMIZI -BURMESTER-NAVİGASYON-9 İLERİ-HAFIZA Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Istanbul
#1290510,Mercedes,C-Class,Other,92000,1301-1600 cc,Diesel,Automatic,21/03/2021,2016,Istanbul,385000,Other,DOĞUŞ OTODAN KEFİLSİZ EVRAKSIZ 3 AY ERTELEMELİ KREDİ İMKANI Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#2200876,Mercedes,C-Class,Other,41000,1301-1600 cc,Petrol,Automatic,21/03/2021,2018,Other,537999,Other,3 AY ERTELEMELİ KREDİLİ VE SENETLİ SATIŞ İMKANI-ÇEKİCİ HİZMETİ Mercedes - Benz C Serisi C 200 AMG,Kocaeli
#4308472,Mercedes,C-Class,C 180,96000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2010,Other,229999,C 180 Komp. BlueEfficiency Fascination,3 AY ERTELEMELİ KREDİLİ VE SENETLİ SATIŞ İMKANI-ÇEKİCİ HİZMETİ Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Fascination,Kocaeli
#4048349,Mercedes,C-Class,C 180,59000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2016,Istanbul,407500,C 180 Exclusive,GARAGE 2016 MERCEDES BENZ C180 EXCLUSIVE CAM TAVAN KAMERA Mercedes - Benz C Serisi C 180 Exclusive,Istanbul
#3180892,Mercedes,C-Class,C 180,37000,1301-1600 cc,Petrol,Automatic,21/03/2021,2017,Istanbul,442900,C 180 Exclusive,2017 37 BİNDE MERCEDES C180 EXCLUSİVE CAMTAVAN K.ISITMA BOYASIZ Mercedes - Benz C Serisi C 180 Exclusive,Istanbul
#3889013,Mercedes,C-Class,C 180,208000,1301-1600 cc,Petrol,Automatic,21/03/2021,2010,Other,219900,C 180 Komp. BlueEfficiency AMG,KARAELMAS AUTODAN C180 AMG CAM TAVAN TERTEMİZ 208.000 KM DE C180 Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Kilis
#1566392,Mercedes,C-Class,Other,35000,1301-1600 cc,Diesel,Automatic,21/03/2021,2018,Istanbul,418500,Other,GARAGE 2018 MERCEDES BENZ C200 D COMFORT SUNROOF HATASIZ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#4286812,Mercedes,C-Class,C 180,116000,1301-1600 cc,Petrol,Automatic,21/03/2021,2016,Other,354750,C 180 AMG 7G-Tronic,Mega Otomotiv. 2016 Mercedes-Benz C 180 AMG EXTRA 0.99 KREDİ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Mersin
#3890647,Mercedes,C-Class,Other,144000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2012,Istanbul,295000,Other,2012 C180 KOMPRESSOR OTOMATİK EMSALSİZ TEMİZLİKTE 144 BİN KM Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Prime,Istanbul
#3524917,Mercedes,C-Class,Other,265000,2001-2500 cc,Diesel,Automatic,21/03/2021,2009,Other,210000,Other,2009 C 220 ORJİNAL HATASIZ Mercedes - Benz C Serisi C 220 CDI AMG,Adana
#816227,Mercedes,C-Class,Other,82000,1301-1600 cc,Diesel,Automatic,21/03/2021,2017,Istanbul,435750,Other,OTOSHOW 2 ELDEN 2017 C200D AMG BOYASIZ HATASIZ SERVİS BAKIMLI Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#1038444,Mercedes,C-Class,C 200,285000,1300 cc and lower,Petrol,Automatic,21/03/2021,2002,Other,129500,C 200 Komp. Classic,MARMARA OTOMOTİVDEN 2002 C200 KOMP CLASSİC KIRMIZI MOTOR SANRUF Mercedes - Benz C Serisi C 200 Komp. Classic,Malatya
#3902285,Mercedes,C-Class,C 180,35000,1301-1600 cc,Petrol,Automatic,21/03/2021,2016,Istanbul,439900,C 180 AMG 7G-Tronic,2016 35 BİNDE C180 AMG CAMTAVAN K.ISITMA G.GÖRÜŞ TOUCHPAD BAYİİ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#2832067,Mercedes,C-Class,C 180,85000,1301-1600 cc,Petrol,Automatic,21/03/2021,2013,Istanbul,308500,C 180 AMG 7G-Tronic,2014ÇIKIŞLI KUSURSUZ C180 AMG SELECTION PLUS 85.000KM NAVİGASYON Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#2403674,Mercedes,C-Class,Other,215000,1301-1600 cc,Diesel,Automatic,21/03/2021,2015,Other,303750,Other,MERCEDES C 200 d BlueTEC Style 7G-Tronic SUNROOFLU Mercedes - Benz C Serisi C 200 d BlueTEC Style,Gaziantep
#554984,Mercedes,C-Class,Other,77000,1301-1600 cc,Diesel,Automatic,21/03/2021,2016,Istanbul,398000,Other,2016 C 200 D BLUETEC AMG 7G- TRONİC İMZALI SERİ 77.000 KM Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#2577767,Mercedes,C-Class,Other,79000,1301-1600 cc,Diesel,Automatic,21/03/2021,2015,Istanbul,392900,Other,ORJİNAL MERCEDES C200d BlueTEC AMG 7G-TRONİC İMZALI 79.000 KM DE Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#3478256,Mercedes,C-Class,C 180,180000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2013,Other,240000,C 180 BlueEfficiency Avantgarde,Bakımlı masrafsız Mercedes - Benz C Serisi C 180 BlueEfficiency Avantgarde,Düzce
#2682949,Mercedes,C-Class,Other,165000,1301-1600 cc,Diesel,Automatic,21/03/2021,2016,Other,395000,Other,BARAN AUTO EMLAKTAN HATASIZ C200d AMG Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Batman
#3356760,Mercedes,C-Class,C 180,52000,1301-1600 cc,Petrol,Automatic,21/03/2021,2016,Istanbul,364500,C 180 Avantgarde,UĞUR DAN 2016 C180 AVANTGARDE İMZALI SERİ TOUCH PAD KREDİ İMKANI Mercedes - Benz C Serisi C 180 Avantgarde,Istanbul
#1356508,Mercedes,C-Class,C 180,300000,1301-1600 cc,Petrol,Semi-Automatic,21/03/2021,2010,Istanbul,149750,C 180 Komp. BlueEfficiency Luxury,2010 C 180 KOMP. BlueEfficiency Luxury Q 7 ile Takas Olur Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Luxury,Istanbul
#1130450,Mercedes,C-Class,Other,47000,1301-1600 cc,Diesel,Automatic,21/03/2021,2017,Istanbul,399950,Other,İCON AUTO -2018 ÇIKIŞLI -HATASIZ-47.000 KM -SUNROOF- GERİ GÖRÜŞ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#1821850,Mercedes,C-Class,C 220,355000,2001-2500 cc,Diesel,Automatic,21/03/2021,2008,Istanbul,179750,C 220 CDI Avantgarde,2008 MERCEDES C220 senetle taksitlendirme seçenegimiz vardır Mercedes - Benz C Serisi C 220 CDI Avantgarde,Istanbul
#1768524,Mercedes,C-Class,Other,92000,1301-1600 cc,Diesel,Automatic,21/03/2021,2018,Other,499950,Other,Özsağlam dan 2018 Mercedes C200d AMG Boyasız Tramersiz 92binde Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Konya
